Step,CartPos,CartVelocity,PoleAngle,PoleVelocity,Action,Reward
0,-0.004747759573331772,-0.1481454035721375,0.011625115951894666,0.3363679115651513,0,1.0
1,-0.007710667644774522,-0.3434308467509435,0.01835247418319769,0.632693990022384,1,1.0
2,-0.014579284579793392,-0.14856967262261764,0.03100635398364537,0.34584677585433526,1,1.0
3,-0.017550678032245744,0.04609781501968696,0.03792328950073208,0.06310030474453054,0,1.0
4,-0.016628721731852005,-0.14954676480338497,0.03918529559562269,0.36750294610920736,1,1.0
5,-0.019619657027919703,0.044997102577515186,0.04653535451780684,0.0874286849869334,1,1.0
6,-0.0187197149763694,0.23942219348046573,0.048283928217545506,-0.19021677514885665,1,1.0
7,-0.013931271106760085,0.4338213260599252,0.044479592714568375,-0.46728567272817567,0,1.0
8,-0.005254844585561582,0.23810010039593965,0.03513387926000486,-0.16092151383752357,1,1.0
9,-0.0004928425776427889,0.43270191292773774,0.03191544898325439,-0.44231685478744465,1,1.0
10,0.008161195680911965,0.627358048330897,0.023069111887505496,-0.7247708144168373,0,1.0
11,0.020708356647529905,0.43192479995819666,0.008573695599168749,-0.42491722588566144,1,1.0
12,0.029346852646693837,0.6269242592983293,7.535108145551896e-05,-0.7148850287844128,0,1.0
13,0.04188533783266042,0.4318012650848327,-0.014222349494232739,-0.4221783850771409,1,1.0
14,0.050521363134357074,0.6271217944298144,-0.022665917195775556,-0.719310778004161,0,1.0
15,0.06306379902295337,0.43232067531840546,-0.03705213275585878,-0.43384736361539045,0,1.0
16,0.07171021252932147,0.23774235434358884,-0.045729080028166585,-0.1530710406060734,1,1.0
17,0.07646505961619325,0.4334882382448503,-0.048790500840288055,-0.4598225839600582,0,1.0
18,0.08513482438109025,0.2390886781691701,-0.05798695251948922,-0.18290896975575938,1,1.0
19,0.08991659794447365,0.4349903477931664,-0.061645131914604405,-0.49330618665517784,1,1.0
20,0.09861640490033698,0.6309251039284249,-0.07151125564770797,-0.8047622579234834,0,1.0
21,0.11123490697890548,0.4368525855891384,-0.08760650080617763,-0.5354039024967965,0,1.0
22,0.11997195869068825,0.24306470080833514,-0.09831457885611355,-0.2715602166035055,1,1.0
23,0.12483325270685496,0.4394420558146736,-0.10374578318818367,-0.5935617383951795,0,1.0
24,0.13362209382314844,0.2459135893306629,-0.11561701795608725,-0.3352764498979706,0,1.0
25,0.13854036560976168,0.05261059480951055,-0.12232254695404667,-0.08117347892841842,1,1.0
26,0.1395925775059519,0.24925437722084767,-0.12394601653261503,-0.4098083575204504,1,1.0
27,0.14457766505036884,0.44589557644648203,-0.13214218368302405,-0.738854261065264,0,1.0
28,0.1534955765792985,0.2528218332562864,-0.14691926890432933,-0.4905053328452429,1,1.0
29,0.15855201324442422,0.4496775844175455,-0.15672937556123417,-0.8256468386731424,1,1.0
30,0.16754556493277514,0.646555850838324,-0.17324231233469703,-1.1632345763971716,1,1.0
31,0.1804766819495416,0.8434572787841809,-0.19650700386264047,-1.5048444516789887,0,1.0
32,0.19734582752522523,0.6511864772246294,-0.22660389289622024,-1.2793907154102513,0,1.0
33,0.21036955706971783,0.45955324183851587,-0.25219170720442524,-1.0653423583124157,1,0.0
0,-0.03394946144340942,0.19923813075306218,-0.029506614717509035,-0.31418016336620264,0,1.0
1,-0.029964698828348176,0.004548660040140234,-0.03579021798483309,-0.030946762438633035,1,1.0
2,-0.02987372562754537,0.20016509694416124,-0.03640915323360575,-0.33470358602981526,0,1.0
3,-0.025870423688662145,0.0055797323673263954,-0.04310322495420206,-0.05372090464765972,0,1.0
4,-0.025758829041315618,-0.18889852062468707,-0.044177643047155254,0.22505710315002214,0,1.0
5,-0.02953679945380936,-0.38336215390160633,-0.03967650098415481,0.5034839508894071,0,1.0
6,-0.03720404253184149,-0.5779030961068092,-0.029606821966366666,0.7834038749521707,1,1.0
7,-0.048762104453977675,-0.38238704890232134,-0.013938744467323252,0.4815551974366078,1,1.0
8,-0.056409845432024104,-0.1870711514494432,-0.004307640518591097,0.18451195335944165,1,1.0
9,-0.06015126846101297,0.008112168793538238,-0.0006174014514022637,-0.10952675307291743,1,1.0
10,-0.05998902508514221,0.2032429617828569,-0.0028079365128606125,-0.4024044027864446,0,1.0
11,-0.05592416584948507,0.008160949219232383,-0.010856024568589504,-0.1106080697843983,1,1.0
12,-0.05576094686510042,0.20343676603619137,-0.01306818596427747,-0.4066961432913159,1,1.0
13,-0.051692211544376594,0.3987415637353655,-0.02120210883010379,-0.7034702622681342,0,1.0
14,-0.04371738026966929,0.20391976224282624,-0.03527151407546647,-0.4175361941561412,1,1.0
15,-0.039638985024812765,0.39952334281038127,-0.04362223795858929,-0.7211267492182187,0,1.0
16,-0.03164851816860514,0.2050311439296962,-0.05804477294295367,-0.44248685215421074,1,1.0
17,-0.027547895290011212,0.4009243535164223,-0.06689450998603788,-0.7528873857977126,0,1.0
18,-0.019529408219682767,0.20678541411217316,-0.08195225770199213,-0.48198261577116003,0,1.0
19,-0.015393699937439304,0.012910032416059092,-0.09159191001741533,-0.21621257511501413,0,1.0
20,-0.015135499289118122,-0.18079129376924208,-0.09591616151971562,0.046231147157490826,1,1.0
21,-0.018751325164502963,0.015565838858846243,-0.0949915385765658,-0.2751068719972398,0,1.0
22,-0.018440008387326037,-0.17808150727087868,-0.10049367601651059,-0.01383091578644946,0,1.0
23,-0.02200163853274361,-0.37162939319616767,-0.10077029433223958,0.2455307328493062,0,1.0
24,-0.029434226396666964,-0.5651785060959229,-0.09585967967525345,0.504805230308931,1,1.0
25,-0.040737796518585424,-0.3688455935226308,-0.08576357506907484,0.18351831108424105,0,1.0
26,-0.048114708389038044,-0.562642360711707,-0.08209320884739002,0.44796143675367717,1,1.0
27,-0.059367555603272185,-0.3664609326777606,-0.07313398011231648,0.1305720280524062,0,1.0
28,-0.06669677425682739,-0.5604631975152418,-0.07052253955126836,0.3993153164803679,1,1.0
29,-0.07790603820713222,-0.3644153870439899,-0.062536233221661,0.08525812538520589,1,1.0
30,-0.08519434594801202,-0.16845535619335217,-0.06083107071395689,-0.22648101188836367,0,1.0
31,-0.08856345307187906,-0.36265757586491804,-0.06536069095172416,0.04641020468090018,0,1.0
32,-0.09581660458917741,-0.5567843686162829,-0.06443248685810615,0.3177762658842311,0,1.0
33,-0.10695229196150308,-0.7509322674359111,-0.05807696154042153,0.5894637662340778,1,1.0
34,-0.1219709373102213,-0.5550472459276607,-0.046287686215739976,0.27906659534765665,1,1.0
35,-0.1330718822287745,-0.359296591262836,-0.04070635430878684,-0.027848609407225,1,1.0
36,-0.14025781405403123,-0.16361523899804498,-0.041263326496931346,-0.33309185066831243,1,1.0
37,-0.14353011883399214,0.032068986471654404,-0.047925163510297596,-0.6384963119049304,1,1.0
38,-0.14288873910455904,0.22782527490363566,-0.0606950897483962,-0.9458782011719559,1,1.0
39,-0.13833223360648633,0.42370986377802156,-0.07961265377183532,-1.2569974393610652,0,1.0
40,-0.1298580363309259,0.22969205195563344,-0.10475260255905663,-0.9902739263728131,1,1.0
