Step,CartPos,CartVelocity,PoleAngle,PoleVelocity,Action,Reward
0,0.02614020321892523,0.2298845784874622,-0.01186635676798251,-0.33555671128834413,0,1.0
1,0.030737894788674475,0.03493349722787889,-0.018577490993749394,-0.046639304531470915,0,1.0
2,0.03143656473323205,-0.15991720632051126,-0.019510277084378812,0.24012484842906268,0,1.0
3,0.028238220606821827,-0.354755094034079,-0.01470778011579756,0.5265904002830089,0,1.0
4,0.021143118726140248,-0.5496670385096208,-0.004175972110137382,0.8146027637696673,0,1.0
5,0.01014977795594783,-0.7447315554587847,0.012116083165255965,1.1059692557051046,1,1.0
6,-0.004744853153227863,-0.54977098546169,0.034235468279358056,0.81711190682645,1,1.0
7,-0.015740272862461664,-0.35513402695603935,0.050577706415887054,0.5353908096684421,1,1.0
8,-0.02284295340158245,-0.1607584114367625,0.0612855226092559,0.25906373846143527,1,1.0
9,-0.0260581216303177,0.033437522373552575,0.0664667973784846,-0.013676629058198497,1,1.0
10,-0.02538937118284665,0.2275464050114438,0.06619326479732063,-0.28467018069696914,1,1.0
11,-0.020838443082617772,0.421664904172977,0.06049986118338124,-0.555763646093992,1,1.0
12,-0.012405144999158232,0.6158875807464738,0.049384588261501404,-0.8287885379088731,1,1.0
13,-8.73933842287563e-05,0.8103008515115018,0.03280881750332394,-1.105539741472905,1,1.0
14,0.01611862364600128,1.0049764007348072,0.010698022673865843,-1.3877518531781388,1,1.0
15,0.036218151660697424,1.1999634055082693,-0.017057014389696933,-1.6770704649662505,0,1.0
16,0.06021741977086281,1.005043376927819,-0.05059842368902194,-1.389747472910396,0,1.0
17,0.0803182873094192,0.8105869385566616,-0.07839337314722986,-1.1133057111124935,0,1.0
18,0.09653002608055243,0.6165770271218473,-0.10065948736947973,-0.8462086574027654,0,1.0
19,0.10886156662298938,0.42296180645007286,-0.11758366051753504,-0.5867998535556699,0,1.0
20,0.11732080275199083,0.22966591575069378,-0.12931965758864844,-0.3333480708007545,0,1.0
21,0.12191412106700471,0.036598946122880116,-0.13598661900466352,-0.08407991699775588,0,1.0
22,0.12264609998946231,-0.15633818944727423,-0.13766821734461865,0.16279705124529345,0,1.0
23,0.11951933620051683,-0.34924834068398636,-0.13441227631971278,0.4090777753905035,0,1.0
24,0.1125343693868371,-0.5422340507192874,-0.1262307208119027,0.6565469936068732,0,1.0
25,0.10168968837245135,-0.7353937680332734,-0.11309978093976523,0.9069678971521374,0,1.0
26,0.08698181301178588,-0.9288178038603896,-0.09496042299672248,1.1620697901555985,0,1.0
27,0.06840545693457808,-1.122583509679423,-0.07171902719361051,1.4235324498935173,0,1.0
28,0.04595378674098963,-1.3167491454077052,-0.043248378195740164,1.6929648662026,1,1.0
29,0.019618803832835523,-1.1211553690650695,-0.00938908087168816,1.3871374813157022,0,1.0
30,-0.0028043035484658675,-1.316159042342836,0.018353668754625886,1.6768697492194073,1,1.0
31,-0.02912748439532259,-1.1212547069984222,0.05189106373901403,1.3899581616840073,1,1.0
32,-0.051552578535291035,-0.9268161257542488,0.07969022697269418,1.1139419998165176,1,1.0
33,-0.07008890105037602,-0.7328257969576922,0.10196906696902452,0.8472841110504625,1,1.0
34,-0.08474541698952986,-0.5392315999737708,0.11891474919003378,0.5883281881300402,1,1.0
35,-0.09553004898900529,-0.34595800380645947,0.13068131295263458,0.3353437491299029,1,1.0
36,-0.10244920906513448,-0.15291450595902323,0.13738818793523264,0.08655857101246497,1,1.0
37,-0.10550749918431494,0.03999803335422808,0.13911935935548195,-0.15981836170393834,0,1.0
38,-0.10470753851723039,-0.15681307098178618,0.13592299212140319,0.17331534358593118,1,1.0
39,-0.10784379993686612,0.03612821526523935,0.1393892989931218,-0.07358882270113296,0,1.0
40,-0.10712123563156133,-0.1606882564154192,0.13791752253909914,0.2596203880872474,1,1.0
41,-0.11033500075986971,0.03222298743868965,0.1431099303008441,0.013420550563564448,0,1.0
42,-0.10969054101109592,-0.16463044613511177,0.14337834131211538,0.34761297218548615,1,1.0
43,-0.11298314993379815,0.028192098771376933,0.1503306007558251,0.10335595983620671,0,1.0
44,-0.11241930795837062,-0.16872873284163625,0.15239771995254925,0.439436698920787,1,1.0
45,-0.11579388261520335,0.023944993945260368,0.16118645393096498,0.19840746114140836,0,1.0
46,-0.11531498273629814,-0.17307130513994026,0.16515460315379316,0.5372850750774812,1,1.0
47,-0.11877640883909694,0.01939058776010688,0.1759003046553428,0.3008555144642853,0,1.0
48,-0.1183885970838948,-0.17774513823541901,0.18191741494462849,0.6434446350600388,1,1.0
49,-0.12194349984860318,0.01443784619939148,0.19478630764582927,0.41311629768866104,0,1.0
50,-0.12165474292461535,-0.18283449136709976,0.20304863359960248,0.7603346192458748,1,1.0
51,-0.12531143275195736,0.008997764852222312,0.21825532598452,0.5377845782143693,0,1.0
52,-0.1251314774549129,-0.18841749533862026,0.22901101754880737,0.8905412980067295,1,0.0
0,0.011157454173786921,0.15024380471332804,0.03484508037414323,-0.2427104063036884,1,1.0
1,0.014162330268053483,0.34485115070282846,0.029990872248069463,-0.5242018463575666,1,1.0
2,0.021059353282110053,0.5395384764695382,0.019506835320918132,-0.8072855161543171,1,1.0
3,0.03185012281150082,0.7343877195925553,0.0033611249978317895,-1.0937691291897598,1,1.0
4,0.046537877203351924,0.9294652294059836,-0.018514257585963406,-1.3853955721561184,0,1.0
5,0.06512718179147159,0.7345789603855467,-0.046222169029085776,-1.098559149967696,0,1.0
6,0.07981876099918253,0.540094938200789,-0.0681933520284397,-0.8207291752352397,0,1.0
7,0.09062065976319832,0.34596912309049366,-0.0846079355331445,-0.5502505626713097,0,1.0
8,0.09754004222500819,0.15213111733058438,-0.09561294678657069,-0.28537869181311676,0,1.0
9,0.10058266457161988,-0.04150639862684913,-0.10132052062283302,-0.024316454619610073,0,1.0
10,0.0997525365990829,-0.23504036990445454,-0.10180684971522522,0.23475839157573863,0,1.0
11,0.0950517292009938,-0.42857152879371774,-0.09711168188371044,0.4936724827774662,0,1.0
12,0.08648029862511945,-0.6221993565788512,-0.08723823222816111,0.7542397890311389,0,1.0
13,0.07403631149354242,-0.8160172209202636,-0.07215343644753834,1.0182454772985103,0,1.0
14,0.05771596707513715,-1.010107088956815,-0.051788526901568134,1.2874280581778907,0,1.0
15,0.037513825296000856,-1.2045332295801254,-0.026039965738010318,1.5634572390759673,1,1.0
16,0.013423160704398349,-1.0091097823483075,0.00522917904350903,1.2627665623790583,1,1.0
17,-0.006759034942567802,-0.8140550791743102,0.030484510291090196,0.9717258794690314,1,1.0
18,-0.023040136526054005,-0.6193552061181549,0.049919027880470826,0.688772819052481,1,1.0
19,-0.0354272406484171,-0.4249602988264153,0.06369448426152044,0.4122137932061825,1,1.0
20,-0.04392644662494541,-0.23079635942193188,0.0719387601256441,0.14027199383463823,1,1.0
21,-0.04854237381338405,-0.03677452369519896,0.07474420000233686,-0.12887625260071944,1,1.0
22,-0.049277864287288024,0.15720153780541468,0.07216667495032247,-0.39707361985259954,1,1.0
23,-0.04613383353117973,0.35122938324632236,0.06422520255327048,-0.6661592491268755,1,1.0
24,-0.039109245866253285,0.5454020440221092,0.05090201757073297,-0.9379485119462124,1,1.0
25,-0.0282012049858111,0.7398020921764369,0.03214304733180872,-1.2142121641048451,1,1.0
26,-0.013405163142282362,0.9344948942164499,0.007858804049711818,-1.4966520875412852,1,1.0
27,0.005284734742046637,1.1295204359430857,-0.022074237701113886,-1.7868709018697118,0,1.0
28,0.02787514346090835,0.9346531490767643,-0.05781165573850812,-1.5011304825488627,0,1.0
29,0.04656820644244364,0.7402789126316762,-0.08783426538948537,-1.227043379276189,0,1.0
30,0.06137378469507716,0.5463904786794984,-0.11237513297500915,-0.9631219566217473,0,1.0
31,0.07230159426866713,0.35294313097090796,-0.1316375721074441,-0.7077499698273404,0,1.0
32,0.07936045688808528,0.15986657445242214,-0.1457925715039909,-0.45923057210432683,0,1.0
33,0.08255778837713372,-0.03292616320649841,-0.15497718294607743,-0.21582078299653748,0,1.0
34,0.08189926511300376,-0.225532160511001,-0.15929359860600817,0.024244532573359345,0,1.0
35,0.07738862190278374,-0.4180537137790564,-0.158808707954541,0.2627362450619052,0,1.0
36,0.06902754762720262,-0.6105945327077054,-0.1535539830533029,0.5014194286877638,0,1.0
37,0.05681565697304851,-0.8032564747163291,-0.14352559447954763,0.7420443046612303,0,1.0
38,0.040750527478721925,-0.9961363132280662,-0.128684708386323,0.9863374372477965,0,1.0
39,0.020827801214160602,-1.1893220546221959,-0.10895795964136708,1.2359910549306343,0,1.0
40,-0.0029586398782833166,-1.3828883175788418,-0.08423813854275439,1.4926483687145606,1,1.0
41,-0.030616406229860154,-1.1868484117587204,-0.05438517116846317,1.1748944940329533,1,1.0
42,-0.05435337446503456,-0.9910635696558263,-0.030887281287804103,0.8656700758712759,1,1.0
43,-0.07417464585815109,-0.7955351544631948,-0.013573879770378584,0.5634379292078264,1,1.0
44,-0.09008534894741499,-0.6002253947685934,-0.0023051211862220554,0.26650968054490254,1,1.0
45,-0.10208985684278686,-0.4050706204641481,0.003025072424675995,-0.026899408212266662,1,1.0
46,-0.11019126925206982,-0.20999218143215398,0.002487084260430662,-0.3186263579435326,1,1.0
47,-0.1143911128807129,-0.014905740453244387,-0.00388544289843999,-0.6105239123503381,0,1.0
48,-0.11468922768977778,-0.2099731667502666,-0.01609592114544675,-0.3190672988908774,0,1.0
49,-0.11888869102478311,-0.4048622231782407,-0.0224772671232643,-0.03150357861461417,0,1.0
50,-0.1269859354883479,-0.5996547479687848,-0.023107338695556583,0.25400364067035075,1,1.0
51,-0.1389790304477236,-0.40421061052866464,-0.01802726588214957,-0.045877254079799645,0,1.0
52,-0.1470632426582969,-0.599069484313767,-0.018944810963745562,0.2410638345126912,1,1.0
53,-0.15904463234457225,-0.4036821063190038,-0.014123534273491738,-0.05753408105444635,0,1.0
54,-0.16711827447095232,-0.598598733182329,-0.015274215894580665,0.23065951806261986,1,1.0
55,-0.1790902491345989,-0.403261888525823,-0.010661025533328268,-0.0668020151409523,0,1.0
56,-0.18715548690511535,-0.598229381669974,-0.011997065836147314,0.22249832296576877,1,1.0
57,-0.19912007453851482,-0.4029380274986819,-0.007547099376831939,-0.07394468013734118,0,1.0
58,-0.20717883508848847,-0.5979509738957718,-0.009025992979578762,0.21634758258051695,1,1.0
59,-0.21913785456640392,-0.4027011597965361,-0.0046990413279684225,-0.07916881451475527,0,1.0
60,-0.22719187776233463,-0.5977554344691415,-0.006282417618263528,0.21202785419035408,1,1.0
61,-0.23914698645171745,-0.4025442258532397,-0.0020418605344564465,-0.08263019882240608,0,1.0
62,-0.24719787096878224,-0.5976368479718027,-0.003694464510904568,0.20940781774134604,1,1.0
63,-0.2591506079282183,-0.40246226618568304,0.0004936918439223527,-0.08443822707208243,1,1.0
64,-0.26719985325193196,-0.2073473952741418,-0.001195072697519296,-0.3769653523764278,0,1.0
65,-0.2713468011574148,-0.402452352710885,-0.008734379745047852,-0.08465947649721811,0,1.0
66,-0.2793958482116325,-0.5974480191197793,-0.010427569274992214,0.20525499111730588,1,1.0
67,-0.29134480859402806,-0.40217851426345325,-0.006322469452646097,-0.09069899176559826,0,1.0
68,-0.29938837887929715,-0.5972092747389721,-0.008136449287958062,0.1999825082677945,1,1.0
69,-0.3113325643740766,-0.4019719032562573,-0.004136799122602172,-0.09525594490667705,0,1.0
70,-0.3193720024392017,-0.5970343197682048,-0.006041918020735714,0.19611896079864605,1,1.0
71,-0.3313126888345658,-0.4018264688395946,-0.0021195388047627927,-0.09846378418749152,0,1.0
