Step,CartPos,CartVelocity,PoleAngle,PoleVelocity,Action,Reward
0,-0.019615333103836785,-0.20223177843055948,0.0354722394508416,0.28899863640174234,1,1.0
1,-0.023659968672447976,-0.007633143652286678,0.04125221217887645,0.0077109610931531125,1,1.0
2,-0.02381263154549371,0.18687365797859054,0.04140643140073951,-0.2716763149851563,1,1.0
3,-0.020075158385921898,0.381381052480864,0.03597290510103639,-0.5510173187901531,0,1.0
4,-0.012447537336304618,0.1857728090074694,0.024952558725233324,-0.24722102496835358,1,1.0
5,-0.00873208115615523,0.38052966929590415,0.02000813822586625,-0.5319300829801593,0,1.0
6,-0.0011214877702371475,0.1851320943600582,0.009369536566263064,-0.23301038543959496,0,1.0
7,0.0025811541169640166,-0.01012247138143213,0.004709328857471165,0.06261321092572153,1,1.0
8,0.002378704689335374,0.18493164365677045,0.005961593075985596,-0.22858017967096833,0,1.0
9,0.006077337562470783,-0.010274991983429571,0.0013899894825662286,0.06597726846750657,1,1.0
10,0.005871837722802192,0.18482700309974173,0.00270953485191636,-0.2262667846678687,0,1.0
11,0.009568377784797025,-0.010333566451161819,-0.0018158008414410143,0.06726959734081595,0,1.0
12,0.00936170645577379,-0.20542943743549136,-0.00047040889462469536,0.3593790762206877,1,1.0
13,0.005253117707063962,-0.010300802297499606,0.006717172629789058,0.06654785568799138,1,1.0
14,0.00504710166111397,0.1847242028921737,0.008048129743548885,-0.22400821851326563,0,1.0
15,0.008741585718957444,-0.010511846013083304,0.0035679653732835727,0.07120249506749254,1,1.0
16,0.008531348798695777,0.1845587717377091,0.0049920152746334235,-0.22035258947471553,0,1.0
17,0.01222252423344996,-0.010634178703293723,0.0005849634851391129,0.07390083440147316,1,1.0
18,0.012009840659384085,0.18447938151727292,0.002062980173168576,-0.21859747660125334,0,1.0
19,0.015699428289729544,-0.010671998826902812,-0.002308969358856491,0.07473548674923658,0,1.0
20,0.015485988313191488,-0.20576077264285758,-0.0008142596238717595,0.366689031021832,1,1.0
21,0.011370772860334336,-0.010627260036156244,0.00651952099656488,0.07374946684169087,1,1.0
22,0.01115822765961121,0.18440062241551533,0.007994510333398697,-0.21686941414168204,0,1.0
23,0.014846240107921517,-0.01083469707154458,0.003657122050565056,0.07832456770203522,1,1.0
24,0.014629546166490625,0.18423463712287796,0.005223613404605761,-0.21320228538340863,0,1.0
25,0.018314238908948184,-0.01096160563139334,0.0009595676969375881,0.08112381950039943,1,1.0
26,0.01809500679632032,0.18414657700740514,0.002582044086945577,-0.2112562068608574,0,1.0
27,0.021777938336468423,-0.011012196711269018,-0.0016430800502715706,0.08224009800017062,0,1.0
28,0.021557694402243043,-0.20611055610289963,1.7219097318418256e-06,0.37440417673823784,1,1.0
29,0.01743548328018505,-0.010988629342647688,0.007489805444496599,0.081721792839755,1,1.0
30,0.017215710693332095,0.1840251594703101,0.009124241301291698,-0.20858870341146207,0,1.0
31,0.020896213882738296,-0.011226062800592906,0.004952467233062457,0.08695842854259672,1,1.0
32,0.020671692626726437,0.1838245504430876,0.006691635803914391,-0.2041578839209014,0,1.0
33,0.02434818363558819,-0.011392454049153039,0.0026084781254963633,0.09062839301727826,1,1.0
34,0.02412033455460513,0.18369201172306643,0.004421045985841929,-0.20123041840323003,0,1.0
35,0.02779417478906646,-0.011492889136474033,0.0003964376177773288,0.09284385491491648,1,1.0
36,0.027564317006336977,0.18362337767819717,0.002253314716075658,-0.19971396965175514,0,1.0
37,0.03123678455990092,-0.011530729076321578,-0.0017409646769594445,0.09367892128567401,1,1.0
38,0.03100616997837449,0.18361613188923148,0.00013261374875403573,-0.19955276990777548,0,1.0
39,0.03467849261615912,-0.011507715802345442,-0.003858441649401474,0.0931719874979639,1,1.0
40,0.034448338300112215,0.18366932527750643,-0.001995001899442196,-0.2007257738705619,0,1.0
41,0.038121724805662345,-0.011424036375533131,-0.006009517376853434,0.0913271560813716,1,1.0
42,0.03789324407815168,0.18378353331043068,-0.004182974255226002,-0.20324569859943564,0,1.0
43,0.041568914744360294,-0.011278347481350731,-0.008247888227214714,0.08811477195894518,0,1.0
44,0.04134334779473328,-0.206281109123486,-0.00648559278803581,0.3781841136465908,1,1.0
45,0.03721772561226356,-0.011067653394920829,0.0010780894848960061,0.08346333755486174,1,1.0
46,0.03699637254436514,0.18403882718984488,0.002747356235993241,-0.20887925499932075,0,1.0
47,0.04067714908816204,-0.011122300210165248,-0.0014302288639931743,0.08466905301645344,0,1.0
48,0.04045470308395874,-0.2062237206840049,0.0002631521963358946,0.3769003972666483,1,1.0
49,0.03633022867027864,-0.011105507970533085,0.007801160141668861,0.08430045507508765,1,1.0
50,0.036108118510867974,0.18390375345729762,0.009487169243170614,-0.20591101837371845,0,1.0
51,0.03978619358001392,-0.011352571168962877,0.005368948875696245,0.08974947384458243,1,1.0
52,0.03955914215663467,0.18369201375570907,0.007163938352587894,-0.20123472345683746,0,1.0
53,0.04323298243174885,-0.011531659175000236,0.0031392438834511446,0.09369945137748353,1,1.0
54,0.04300234924824884,0.18354515721114417,0.005013232911000815,-0.19799139517719527,0,1.0
55,0.04667325239247172,-0.011648139222050657,0.0010534050074569095,0.09626875451012523,1,1.0
56,0.046440289608030705,0.1834586983221088,0.0029787800976594143,-0.19608163841421516,0,1.0
57,0.05010946357447288,-0.011705734265046897,-0.0009428526706248895,0.09753947173140337,1,1.0
58,0.049875348889171944,0.18342971738916125,0.001007936764003178,-0.19544077429167062,0,1.0
59,0.05354394323695517,-0.011706637041754314,-0.002900878721830234,0.09755994202854457,1,1.0
60,0.05330981049612008,0.183456769684138,-0.0009496798812593426,-0.19603679346992725,0,1.0
61,0.05697894588980284,-0.011651584475121185,-0.004870415750657888,0.0963463999508703,1,1.0
62,0.05674591420030042,0.18353983163470305,-0.0029434877516404815,-0.19786914819611162,0,1.0
63,0.06041671083299448,-0.011539894667378425,-0.006900870715562714,0.09388378946293713,1,1.0
64,0.06018591293964691,0.18368028241231404,-0.005023194926303971,-0.2009683434877605,0,1.0
65,0.0638595185878932,-0.011369467868523886,-0.009042561796059181,0.09012577765079871,1,1.0
66,0.06363212923052272,0.18388092003888093,-0.007240046243043207,-0.20539630731576886,0,1.0
67,0.06730974763130033,-0.011136751964962194,-0.011347972389358585,0.08499397885732562,0,1.0
68,0.06708701259200109,-0.20609421366073852,-0.009648092812212072,0.37407510987500353,1,1.0
69,0.06296512831878631,-0.010836550274895107,-0.0021665906147120013,0.07836575118183431,0,1.0
70,0.0627483973132884,-0.20592737548442633,-0.000599275591075315,0.37036432501995453,1,1.0
71,0.05862984980359988,-0.010796915103154114,0.006808010909323776,0.07749249999289648,1,1.0
72,0.0584139115015368,0.1842267807876959,0.008357860909181706,-0.2130347247570758,0,1.0
73,0.06209844711729071,-0.01101366085000327,0.0040971664140401895,0.0822728915380313,1,1.0
74,0.06187817390029065,0.1840493191267869,0.005742624244800815,-0.20911455901657144,0,1.0
75,0.06555916028282639,-0.011154271903121599,0.0015603330644693861,0.08537432176102744,1,1.0
76,0.06533607484476396,0.18394527823282433,0.003267819499689935,-0.20681590946038325,0,1.0
77,0.06901498040942045,-0.011223249105194427,-0.0008684986895177299,0.08689605566958847,0,1.0
