Step,CartPos,CartVelocity,PoleAngle,PoleVelocity,Action,Reward
0,-0.03550620630653054,0.2031296791500385,0.016220373657775348,-0.25270991010189686,1,1.0
1,-0.031443612723529774,0.39801630635157803,0.01116617545573741,-0.5402328149211111,0,1.0
2,-0.02348328659649821,0.20273918993496035,0.00036151915731518804,-0.24405261361367325,0,1.0
3,-0.019428502797799004,0.00761207687565707,-0.004519533114958277,0.0487443234784527,0,1.0
4,-0.01927626126028586,-0.18744477745447524,-0.0035446466453892232,0.3399978785667075,0,1.0
5,-0.023025156809375367,-0.3825161141016916,0.0032553109259449266,0.6315609213747537,1,1.0
6,-0.030675479091409198,-0.1874397329637256,0.015886529353440003,0.3399049598138365,0,1.0
7,-0.03442427375068371,-0.38278408420328724,0.022684628549716732,0.6375549545977295,1,1.0
8,-0.042079955434749454,-0.18798569056648798,0.03543572764167132,0.3521012510590838,0,1.0
9,-0.04583966924607921,-0.3835931666913349,0.042477752662852995,0.6557441913859924,0,1.0
10,-0.05351153257990591,-0.5792799436471172,0.05559263649057285,0.9614942836790235,1,1.0
11,-0.06509713145284825,-0.3849474166093739,0.07482252216415332,0.6867816393138528,0,1.0
12,-0.07279607978503573,-0.5810238622969038,0.08855815495043037,1.0020507064313722,1,1.0
13,-0.08441655703097381,-0.3871896354595525,0.10859916907905781,0.7384408160957713,0,1.0
14,-0.09216034974016486,-0.583630325206028,0.12336798540097324,1.0632314078979928,1,1.0
15,-0.10383295624428543,-0.3903382046133659,0.1446326135589331,0.8116750646821976,1,1.0
16,-0.11163972033655274,-0.19746222088073817,0.16086611485257704,0.5677557317316682,0,1.0
17,-0.11558896475416751,-0.3944315036129995,0.17222122948721041,0.9064859486235534,1,1.0
18,-0.1234775948264275,-0.2020070210118015,0.19035094845968148,0.6725022747938385,0,1.0
19,-0.12751773524666354,-0.3991934318940047,0.20380099395555826,1.0185653223690445,1,1.0
20,-0.13550160388454363,-0.20728437344830253,0.22417230040293915,0.7961628316431599,0,1.0
21,-0.13964729135350967,-0.40466348013985654,0.24009555703580235,1.1501794294403276,1,0.0
0,0.004245716664618511,0.20735831545167988,-0.03801018051296552,-0.27798992962938507,0,1.0
1,0.008392882973652108,0.01279865391445012,-0.04356997910555322,0.002466464652567557,1,1.0
2,0.00864885605194111,0.2085175028746748,-0.04352064981250187,-0.30363871813930843,0,1.0
3,0.012819206109434605,0.01404193542194554,-0.049593424175288045,-0.024992615101755322,0,1.0
4,0.013100044817873515,-0.18033501717840517,-0.05009327647732315,0.25163984292229113,0,1.0
5,0.009493344474305412,-0.3747071932731275,-0.04506047961887733,0.5281111099638629,0,1.0
6,0.001999200608842861,-0.5691671712055487,-0.034498257419600074,0.8062616981715808,1,1.0
7,-0.009384142815268113,-0.3735897561457975,-0.01837302345616846,0.5029296541579804,0,1.0
8,-0.016855937938184063,-0.5684479917781572,-0.00831443037300885,0.7897663105707922,0,1.0
9,-0.028224897773747207,-0.7634547804400775,0.007480895838406994,1.0798219686778405,0,1.0
10,-0.04349399338254876,-0.9586747052484412,0.029077335211963807,1.3748430248538457,0,1.0
11,-0.06266748748751758,-1.1541477297202865,0.05657419570904072,1.6764761491765912,0,1.0
12,-0.08575044208192331,-1.3498784727147732,0.09010371869257255,1.9862264836457815,0,1.0
13,-0.11274801153621877,-1.545823245335711,0.12982824836548817,2.3054060030703423,1,1.0
14,-0.143664476442933,-1.352108637758702,0.17593636842689503,2.0553418715482605,1,1.0
15,-0.17070664919810705,-1.1591692545869443,0.21704320585786024,1.821859239765282,1,1.0
16,-0.19389003428984594,-0.9670178476947902,0.25348039065316585,1.6037052711161413,1,0.0
0,-0.046982522650459185,0.2185725854629644,0.001676709740947354,-0.26127060344944303,0,1.0
1,-0.0426110709411999,0.02342673962476821,-0.003548702328041507,0.031940706272540365,0,1.0
2,-0.04214253614870453,-0.17164414222023874,-0.0029098882025906997,0.3235018703094627,0,1.0
3,-0.0455754189931093,-0.3667245378565051,0.003560149203598554,0.6152657189654743,1,1.0
4,-0.0529099097502394,-0.17165251003922607,0.01586546358290804,0.323706213246461,0,1.0
5,-0.056342959951023924,-0.3669967376343606,0.02233958784783726,0.6213499280233687,1,1.0
6,-0.06368289470371113,-0.17219376081811152,0.034766586408304635,0.33578566568871343,0,1.0
7,-0.06712676992007337,-0.36779279814078714,0.041482299722078904,0.6392262392426906,1,1.0
8,-0.0744826258828891,-0.17327302772592512,0.054266824506932716,0.359889890797748,0,1.0
